Policy_ID,Customer_ID,Policy_Age,Product_Type,Vehicle_Type,Driving_History,Region,Exposure,Premium,Earned_Premium,Ultimate_Losses,Pure_Premium,Reserved_Losses
22,2559,21,Home,Car,0,Northeast,22,745.86,745.86,1659.36,75.4254870660775,1327.49
23,2048,24,Home,Truck,1,Midwest,25,1008.12,1008.12,1243.9,49.756043272066776,995.12
24,2748,15,BOP,Truck,1,Northeast,16,992.44,992.44,189.36,11.835220104134862,151.49
25,976,17,Transportation,Motorcycle,0,South,18,687.54,687.54,0.0,0.0,0.0
26,1807,22,Home,SUV,0,Midwest,23,816.29,816.29,0.0,0.0,0.0
27,190,20,Liability,Motorcycle,1,Northeast,21,1006.03,1006.03,3758.42,178.97260482461684,3006.74
28,2735,20,Auto,Car,1,Northeast,21,818.18,818.18,2529.64,120.45922548253152,2023.71
29,3006,10,Home,SUV,1,Midwest,11,649.79,649.79,1144.92,104.08358826864294,915.94
30,4659,6,Home,Car,1,South,7,606.6,606.6,810.9,115.84274189785187,648.72
31,1900,8,BOP,Car,0,West,9,561.91,561.91,0.0,0.0,0.0
32,1268,3,Home,SUV,0,Midwest,4,570.51,570.51,0.0,0.0,0.0
33,1529,24,Auto,Truck,0,Northeast,25,888.55,888.55,1580.09,63.20369169188419,1264.07
34,3203,30,Liability,Motorcycle,0,South,31,942.49,942.49,0.0,0.0,0.0
35,3557,29,Home,Car,0,Northeast,30,680.76,680.76,1630.1,54.3365216017918,1304.08
36,3891,12,Liability,Car,0,Midwest,13,717.84,717.84,0.0,0.0,0.0
37,647,26,Transportation,Car,0,West,27,764.97,764.97,1177.86,43.624392826080665,942.29
38,2889,25,Home,Motorcycle,1,Northeast,26,829.34,829.34,3856.12,148.31227982579924,3084.9
39,2436,24,Home,Car,2,Northeast,25,890.38,890.38,4322.79,172.91160979642103,3458.23
40,601,28,Auto,Motorcycle,0,Northeast,29,783.87,783.87,0.0,0.0,0.0
41,2364,3,Liability,SUV,0,Northeast,4,652.25,652.25,61.82,15.456198707593979,49.46
42,2062,18,Liability,Truck,0,Northeast,19,1000.53,1000.53,812.15,42.74456053820816,649.72
43,242,1,Home,SUV,0,Midwest,2,477.32,477.32,0.0,0.0,0.0
44,2042,8,BOP,SUV,0,South,9,681.7,681.7,843.57,93.72984788918195,674.86
45,2825,11,Transportation,SUV,0,Northeast,12,588.55,588.55,0.0,0.0,0.0
46,2613,1,BOP,Motorcycle,0,Northeast,2,529.31,529.31,0.0,0.0,0.0
47,1364,5,BOP,Car,0,South,6,538.34,538.34,421.91,70.31846802455813,337.53
48,1479,4,Home,Truck,1,South,5,819.77,819.77,339.43,67.88682482421036,271.54
49,2557,29,Home,SUV,0,Midwest,30,741.26,741.26,937.07,31.235682392107023,749.66
50,776,4,BOP,Car,0,South,5,513.21,513.21,0.0,0.0,0.0
51,4015,19,Liability,SUV,1,South,20,912.65,912.65,2546.61,127.33068679769698,2037.29
52,35,21,BOP,Truck,0,South,22,876.55,876.55,0.0,0.0,0.0
53,3153,4,Liability,Car,0,Midwest,5,723.68,723.68,0.0,0.0,0.0
54,1956,26,BOP,Truck,0,Northeast,27,986.36,986.36,1231.81,45.62276789337263,985.45
55,1586,3,Liability,Car,1,West,4,730.17,730.17,133.8,33.45115833116387,107.04
56,3944,28,Home,Car,1,Northeast,29,819.25,819.25,4067.33,140.25286664169874,3253.86
57,3074,8,Home,SUV,0,West,9,570.78,570.78,0.0,0.0,0.0
58,1022,28,Liability,Truck,1,Midwest,29,1220.94,1220.94,3974.96,137.06743815483753,3179.97
59,3462,21,Home,Truck,1,South,22,985.91,985.91,307.66,13.984394378793198,246.13
60,2614,26,Auto,Car,1,Midwest,27,888.55,888.55,2667.85,98.80923510974624,2134.28
61,3844,9,Liability,Truck,0,Midwest,10,877.71,877.71,0.0,0.0,0.0
62,1501,15,Liability,Car,0,South,16,728.08,728.08,0.0,0.0,0.0
63,4799,9,Transportation,SUV,0,South,10,572.3,572.3,0.0,0.0,0.0
64,162,28,Liability,SUV,1,Northeast,29,968.67,968.67,2790.89,96.23742702661889,2232.71
65,4298,9,Home,SUV,1,Midwest,10,635.94,635.94,232.08,23.20810222806439,185.66
66,1982,28,Home,Car,0,Northeast,29,856.05,856.05,0.0,0.0,0.0
67,996,18,Transportation,Truck,2,Northeast,19,996.81,996.81,1985.15,104.48133757046442,1588.12
68,4912,9,Home,SUV,5,Midwest,10,851.0,851.0,4181.37,418.1372140841574,3345.1
69,3343,5,Home,Car,1,West,6,572.4,572.4,354.73,59.122325042646565,283.78
70,4552,29,BOP,Car,0,South,30,782.7,782.7,0.0,0.0,0.0
71,3799,16,BOP,SUV,0,South,17,667.19,667.19,0.0,0.0,0.0
72,1276,4,Auto,SUV,1,South,5,582.77,582.77,229.56,45.912576069974676,183.65
73,1017,25,Auto,Truck,1,West,26,1008.33,1008.33,1632.78,62.799343477069726,1306.22
74,338,5,Home,Car,0,South,6,570.78,570.78,0.0,0.0,0.0
75,879,30,Auto,Truck,0,South,31,1045.94,1045.94,0.0,0.0,0.0
76,1077,26,Liability,Car,0,Midwest,27,956.01,956.01,648.99,24.036693564659352,519.19
77,4888,23,Liability,Truck,1,South,24,1148.43,1148.43,1187.65,49.48549593726004,950.12
78,3994,26,Liability,Truck,1,South,27,1223.04,1223.04,3728.71,138.10024379865092,2982.97
79,4860,30,BOP,Truck,2,Northeast,31,1116.12,1116.12,3082.54,99.43676021858778,2466.03
80,380,14,Home,SUV,0,Midwest,15,600.88,600.88,80.78,5.385340884743373,64.62
81,493,24,Auto,SUV,0,Midwest,25,659.73,659.73,0.0,0.0,0.0
82,2063,26,Home,Motorcycle,0,Northeast,27,828.99,828.99,0.0,0.0,0.0
83,3885,18,Transportation,Car,0,Midwest,19,651.64,651.64,156.95,8.260594256093576,125.56
84,65,17,Liability,Car,2,South,18,966.11,966.11,3425.25,190.29164240060703,2740.2
85,2569,28,BOP,Car,1,South,29,904.56,904.56,5017.08,173.00273734919963,4013.66
86,2028,3,Liability,Truck,0,Midwest,4,833.7,833.7,0.0,0.0,0.0
87,2696,7,Home,Van,0,Midwest,8,528.31,528.31,0.0,0.0,0.0
88,1496,26,Liability,Motorcycle,0,South,27,956.4,956.4,0.0,0.0,0.0
89,392,15,Auto,Car,0,Midwest,16,671.78,671.78,0.0,0.0,0.0
90,4515,23,Auto,Car,0,West,24,717.26,717.26,1149.34,47.889037530398916,919.47
91,4475,18,BOP,Car,2,Northeast,19,795.22,795.22,2511.33,132.17552406929926,2009.06
92,3562,19,BOP,Car,0,Midwest,20,727.28,727.28,0.0,0.0,0.0
93,2279,2,Home,Truck,0,Northeast,3,762.71,762.71,0.0,0.0,0.0
94,3100,9,Liability,Car,0,South,10,813.73,813.73,462.39,46.23851921111185,369.91
95,201,1,Home,Car,1,Northeast,2,528.18,528.18,162.75,81.37411923197813,130.2
96,4876,3,Transportation,Car,0,South,4,589.7,589.7,140.69,35.173254235486255,112.55
97,3105,5,Liability,Motorcycle,0,West,6,798.31,798.31,0.74,0.12326833173736076,0.59
98,4599,10,Transportation,Truck,1,Northeast,11,876.9,876.9,1331.64,121.05795010509766,1065.31
99,2455,13,Liability,SUV,1,West,14,906.93,906.93,1210.86,86.4897621363645,968.69
100,3646,15,Auto,Car,1,South,16,691.09,691.09,645.21,40.32574752890107,516.17
101,805,26,BOP,SUV,1,Northeast,27,819.88,819.88,3661.76,135.62063331047415,2929.41
102,2732,20,Auto,Truck,0,South,21,926.09,926.09,350.59,16.694611303195725,280.47
103,2774,18,Home,Car,0,Northeast,19,689.02,689.02,155.98,8.209465120573114,124.78
104,1571,1,Home,Car,0,South,2,475.2,475.2,0.0,0.0,0.0
105,2691,24,BOP,Car,2,West,25,785.72,785.72,2481.61,99.26422427508139,1985.29
106,3841,30,Home,Truck,0,West,31,1049.16,1049.16,594.02,19.161817597067614,475.22
107,1029,16,Transportation,Car,0,Northeast,17,704.9,704.9,0.0,0.0,0.0
108,503,8,Transportation,SUV,2,Northeast,9,596.1,596.1,1450.31,161.14503604109512,1160.25
109,4494,16,Home,Car,1,West,17,745.14,745.14,1970.71,115.92405350171076,1576.57
110,871,14,Transportation,Truck,0,South,15,859.59,859.59,0.0,0.0,0.0
111,4489,29,Auto,Car,0,South,30,763.75,763.75,0.0,0.0,0.0
112,207,6,Liability,Truck,0,South,7,928.83,928.83,0.0,0.0,0.0
113,1485,21,Home,SUV,1,South,22,712.54,712.54,1757.27,79.87583421738323,1405.82
114,864,22,BOP,Van,0,South,23,699.47,699.47,0.0,0.0,0.0
115,2791,30,Home,Car,1,West,31,809.38,809.38,2565.53,82.75892545064924,2052.42
116,564,18,Auto,Car,1,Northeast,19,774.68,774.68,2821.37,148.49299753080703,2257.1
117,4192,29,Liability,SUV,1,South,30,974.38,974.38,2506.36,83.54519295846134,2005.09
118,1758,2,Transportation,Car,0,South,3,496.19,496.19,275.72,91.90814348724639,220.58
119,1679,28,Home,Motorcycle,0,West,29,745.27,745.27,0.0,0.0,0.0
120,3243,26,BOP,Van,1,West,27,847.39,847.39,5456.69,202.09969077688032,4365.35
121,4637,0,Transportation,Motorcycle,0,Northeast,1,531.28,531.28,38.66,38.6612584417448,30.93
122,1060,3,Liability,Car,0,South,4,662.04,662.04,317.21,79.30180813627823,253.77
123,1723,27,Auto,SUV,1,West,28,842.17,842.17,5173.61,184.77169888817764,4138.89
124,3315,17,Auto,Van,0,Midwest,18,525.12,525.12,416.14,23.11902172646856,332.91
125,3158,25,Home,SUV,0,West,26,708.34,708.34,0.0,0.0,0.0
126,2626,7,Home,Truck,0,South,8,830.18,830.18,68.07,8.50898958262101,54.46
127,2730,18,Home,Van,0,Midwest,19,668.48,668.48,0.0,0.0,0.0
128,1598,22,Liability,Van,1,West,23,863.27,863.27,3442.95,149.6934923406056,2754.36
129,3061,22,Liability,Van,1,West,23,1008.22,1008.22,4653.06,202.30696955728445,3722.45
130,2694,27,Transportation,Truck,0,Midwest,28,888.64,888.64,578.79,20.671066978288554,463.03
131,4892,24,Auto,SUV,1,South,25,728.85,728.85,1750.95,70.03796528705894,1400.76
132,3628,5,Home,Motorcycle,1,Northeast,6,556.35,556.35,876.64,146.10710741599001,701.31
133,1364,0,Transportation,Car,2,Midwest,1,563.66,563.66,241.19,241.18689797033142,192.95
134,1982,7,Home,Truck,0,Northeast,8,837.84,837.84,112.01,14.00104839193221,89.61
135,1664,0,Liability,SUV,0,Midwest,1,640.34,640.34,23.17,23.165541712094136,18.54
136,1530,18,Home,SUV,1,West,19,846.23,846.23,1096.93,57.73311834067429,877.54
137,2039,10,Liability,SUV,1,South,11,702.95,702.95,1238.59,112.59901441978785,990.87
138,3303,20,Liability,Car,0,South,21,900.31,900.31,639.99,30.475929006203145,511.99
139,2238,23,Home,Truck,0,Northeast,24,910.2,910.2,0.0,0.0,0.0
140,1307,24,Home,Truck,0,South,25,920.26,920.26,0.0,0.0,0.0
141,4030,14,Transportation,SUV,0,Midwest,15,616.71,616.71,0.0,0.0,0.0
142,2676,22,Transportation,Car,0,South,23,705.58,705.58,187.98,8.173097805312073,150.38
143,1283,24,Home,SUV,0,Northeast,25,784.55,784.55,41.89,1.6756697588592158,33.51
144,710,10,Home,Motorcycle,0,Midwest,11,567.19,567.19,144.08,13.097977881159787,
145,4745,18,Auto,Van,0,West,19,680.16,680.16,0.0,0.0,0.0
146,4414,28,Liability,Truck,0,Northeast,29,1184.68,1184.68,536.1,18.48611178882636,428.88
147,3749,20,Auto,Motorcycle,1,South,21,644.55,644.55,2788.09,132.7660414519221,2230.47
148,4780,9,Home,Van,0,Midwest,10,692.45,692.45,0.0,0.0,0.0
149,664,23,Home,SUV,0,Northeast,24,791.36,791.36,0.0,0.0,0.0
150,1999,11,Home,Car,0,Northeast,12,634.93,634.93,0.0,0.0,0.0
151,3446,0,Liability,Car,1,West,1,720.52,720.52,57.76,57.76294105803296,46.21
152,3744,23,BOP,SUV,1,West,24,792.78,792.78,2261.34,94.2224682257083,1809.07
153,1496,6,Home,Car,0,Midwest,7,530.46,530.46,0.0,0.0,0.0
154,3305,16,Transportation,SUV,1,South,17,753.62,753.62,1971.19,115.95237798029112,1576.95
155,3764,28,Home,Motorcycle,0,South,29,771.11,771.11,2653.41,91.4967572268873,2122.73
156,1854,28,Transportation,Van,1,Midwest,29,780.8,780.8,2002.56,69.05372538523015,1602.05
157,4660,25,Liability,Truck,0,Midwest,26,1164.55,1164.55,1613.86,62.07163498025903,
158,1292,27,Liability,SUV,0,South,28,877.16,877.16,115.09,4.110312635819969,92.07
159,3582,9,Home,Car,2,South,10,735.4,735.4,1420.9,142.0903225440229,1136.72
160,3458,30,Liability,Truck,1,Midwest,31,1192.49,1192.49,1352.71,43.63585213076697,1082.17
161,1637,27,Home,Car,0,South,28,799.11,799.11,435.73,15.561809080552027,348.58
162,3697,5,Liability,SUV,0,West,6,652.64,652.64,0.0,0.0,0.0
163,3000,16,Home,SUV,1,Northeast,17,661.33,661.33,3222.04,189.5319058839901,2577.63
164,3153,17,BOP,Car,0,Northeast,18,708.59,708.59,0.0,0.0,0.0
165,699,4,Liability,Car,0,West,5,767.41,767.41,0.0,0.0,0.0
166,2161,17,Home,SUV,2,Northeast,18,830.63,830.63,3304.49,183.58289266313395,2643.59
167,4098,29,Transportation,SUV,0,South,30,806.65,806.65,0.0,0.0,0.0
168,4738,25,Liability,Motorcycle,3,South,26,994.87,994.87,4908.31,188.78113852721475,3926.65
169,855,16,Auto,Van,2,Northeast,17,651.93,651.93,3309.89,194.69944115888813,2647.91
170,3475,21,Liability,SUV,2,Northeast,22,1054.93,1054.93,4209.5,191.34098210377667,3367.6
171,1708,15,Liability,Truck,1,South,16,1023.14,1023.14,1991.74,124.4836677072691,1593.39
172,2778,7,Liability,Car,0,Northeast,8,786.59,786.59,0.0,0.0,0.0
173,1734,23,Liability,Truck,0,West,24,1109.34,1109.34,2477.65,103.23546359938524,1982.12
174,4932,12,Transportation,SUV,0,Midwest,13,515.01,515.01,99.34,7.6415461882019535,79.47
175,3511,28,Liability,Truck,1,Northeast,29,1171.87,1171.87,4662.46,160.77458672291777,3729.97
176,203,23,Home,SUV,1,Northeast,24,803.19,803.19,2675.82,111.49241311595767,2140.66
177,3256,15,Liability,Car,1,West,16,766.58,766.58,2117.14,132.32105873804426,1693.71
178,4219,10,Home,Van,0,South,11,580.48,580.48,406.62,36.965418654871854,325.3
179,4497,5,Liability,SUV,0,South,6,646.12,646.12,250.49,41.74889465280512,200.39
180,767,26,Liability,Car,0,Northeast,27,981.21,981.21,0.0,0.0,0.0
181,4390,2,BOP,Car,2,South,3,579.27,579.27,778.78,259.5944006620893,623.02
182,2328,0,Home,Car,1,West,1,572.15,572.15,31.39,31.385395786890385,25.11
183,2932,17,Home,SUV,0,South,18,628.58,628.58,1683.72,93.54016242633833,1346.98
184,198,4,Home,SUV,0,Northeast,5,506.68,506.68,0.0,0.0,0.0
185,1931,12,Transportation,Motorcycle,1,West,13,662.02,662.02,848.1,65.2388458684807,678.48
186,3583,9,Home,Car,0,Northeast,10,595.39,595.39,0.0,0.0,0.0
187,609,4,Home,Car,0,South,5,542.49,542.49,0.0,0.0,0.0
188,3273,25,BOP,Truck,0,West,26,866.34,866.34,460.45,17.70968188645641,368.36
189,1148,13,Liability,Car,0,West,14,825.99,825.99,499.32,35.665810629285836,399.46
190,4283,16,Transportation,Truck,0,South,17,937.39,937.39,174.84,10.284541090137122,139.87
191,3398,0,Home,Car,0,West,1,509.27,509.27,96.31,96.31410472131908,77.05
192,2512,30,BOP,Car,0,South,31,793.6,793.6,0.0,0.0,0.0
193,1795,24,Home,Motorcycle,0,Northeast,25,795.3,795.3,362.37,14.494969680115286,289.9
194,660,1,Transportation,SUV,0,Midwest,2,537.69,537.69,163.02,81.51125393527711,130.42
195,2812,6,Transportation,Car,0,Midwest,7,559.87,559.87,417.95,59.707328684472685,334.36
196,1370,9,Liability,Motorcycle,1,South,10,768.46,768.46,765.58,76.55837054978197,612.46
197,1987,19,Transportation,Car,1,Northeast,20,741.77,741.77,1000.95,50.04767677369011,800.76
198,147,6,BOP,Truck,0,West,7,671.48,671.48,49.3,7.0422988011459715,39.44
199,3220,23,BOP,Van,0,Northeast,24,744.27,744.27,0.0,0.0,0.0
200,2912,15,Home,Car,0,South,16,725.03,725.03,564.04,35.25249378253481,451.23
201,1735,4,Liability,Car,0,West,5,587.03,587.03,0.0,0.0,0.0
202,1844,28,Liability,Car,1,South,29,865.84,865.84,2850.39,98.289196526893,2280.31
203,489,27,Liability,Truck,0,Northeast,28,1162.72,1162.72,0.0,0.0,0.0
204,2977,11,Liability,Motorcycle,0,West,12,869.73,869.73,0.0,0.0,0.0
205,1960,16,BOP,Car,1,Northeast,17,810.55,810.55,2474.78,145.57500686548786,1979.82
206,2386,15,Liability,Car,3,Northeast,16,940.04,940.04,6921.08,432.5674703098331,5536.86
207,2920,19,Transportation,SUV,0,Northeast,20,723.82,723.82,243.55,12.177500530318518,194.84
208,4737,25,Transportation,Truck,1,South,26,1062.68,1062.68,4283.06,164.73317433266686,3426.45
209,1803,15,Auto,Truck,0,West,16,779.8,779.8,0.0,0.0,0.0
210,4062,18,Liability,Van,0,Northeast,19,741.0,741.0,0.0,0.0,0.0
211,3370,25,Liability,Car,0,West,26,890.75,890.75,1451.83,55.839794741949035,1161.46
212,263,14,Transportation,SUV,2,Northeast,15,696.55,696.55,3258.34,217.22235565414056,2606.67
213,624,11,BOP,Van,1,Midwest,12,677.47,677.47,1055.6,87.9666829581308,844.48
214,1017,20,Auto,Car,0,Midwest,21,683.46,683.46,0.0,0.0,
215,3644,9,Transportation,Truck,0,West,10,882.88,882.88,199.31,19.930876380176397,159.45
216,4977,28,BOP,Truck,0,Midwest,29,1016.86,1016.86,0.0,0.0,0.0
217,2050,25,Home,SUV,0,Northeast,26,743.65,743.65,0.0,0.0,0.0
218,3724,28,BOP,Car,0,Midwest,29,678.79,678.79,0.0,0.0,0.0
219,4549,21,Auto,SUV,0,Midwest,22,734.29,734.29,456.24,20.738001780277227,364.99
220,3109,1,Auto,Van,2,Northeast,2,626.9,626.9,445.71,222.8540644835324,356.57
221,4091,6,Transportation,SUV,0,Northeast,7,550.17,550.17,238.15,34.02077913767119,190.52
222,2057,12,BOP,Van,3,Midwest,13,742.85,742.85,3818.14,293.70341255788657,3054.51
223,3171,2,Liability,SUV,0,South,3,644.84,644.84,108.03,36.00923341737129,86.42
224,1683,14,Liability,Van,0,Midwest,15,866.33,866.33,0.0,0.0,0.0
225,2256,0,Liability,Car,0,Northeast,1,719.6,719.6,0.0,0.0,0.0
226,1155,25,Transportation,SUV,0,Northeast,26,734.95,734.95,0.0,0.0,0.0
227,4500,2,Auto,SUV,1,Midwest,3,592.93,592.93,372.69,124.23052605043162,298.15
228,3192,24,Liability,Truck,1,Midwest,25,1166.24,1166.24,1847.51,73.90020967685712,1478.01
229,1697,9,Home,Car,0,Northeast,10,528.69,528.69,287.94,28.793646784557907,230.35
230,3992,26,Home,Motorcycle,0,Northeast,27,727.23,727.23,519.35,19.23508352809873,415.48
231,4724,26,Auto,Car,0,Northeast,27,828.95,828.95,0.0,0.0,0.0
232,4683,14,BOP,Car,1,South,15,641.64,641.64,916.13,61.075555118009355,732.9
233,1649,21,Liability,Car,3,Midwest,22,984.13,984.13,6907.01,313.95507284976344,5525.61
234,1446,26,Home,Van,0,Midwest,27,752.13,752.13,0.0,0.0,0.0
235,4200,5,Home,Car,0,Northeast,6,540.95,540.95,245.39,40.899011550890854,196.31
236,3924,19,Auto,SUV,0,South,20,645.58,645.58,0.0,0.0,0.0
237,254,14,Home,Car,1,Northeast,15,673.95,673.95,1548.64,103.24260939392938,1238.91
238,3184,23,Liability,Truck,3,Northeast,24,1134.97,1134.97,6670.88,277.95320985698106,5336.7
239,2558,20,Transportation,Truck,0,West,21,933.36,933.36,0.0,0.0,0.0
240,99,6,BOP,Motorcycle,0,Midwest,7,556.24,556.24,517.11,73.8729168103165,413.69
241,2201,24,Home,SUV,1,South,25,719.63,719.63,1805.39,72.2156826849797,1444.31
242,2962,28,Transportation,SUV,0,West,29,751.73,751.73,0.0,0.0,0.0
243,4974,28,Home,SUV,0,West,29,673.7,673.7,784.74,27.059918338555327,627.79
244,4434,29,Auto,Truck,0,South,30,933.72,933.72,1581.87,52.72915560863777,1265.5
245,3778,20,Home,SUV,0,Northeast,21,615.05,615.05,482.05,22.95466829187257,385.64
246,2870,26,Liability,Truck,0,South,27,1225.64,1225.64,0.0,0.0,0.0
247,3235,29,BOP,Car,1,South,30,854.71,854.71,2936.75,97.89183106966725,2349.4
248,3792,4,Auto,SUV,1,Northeast,5,592.88,592.88,272.71,54.54152265108623,218.17
249,957,29,BOP,SUV,0,Midwest,30,744.45,744.45,2272.44,75.74788915570204,1817.95
250,4068,3,BOP,Car,1,Midwest,4,595.08,595.08,316.4,79.10104899641485,253.12
251,161,21,Liability,Van,1,Northeast,22,918.82,918.82,2562.6,116.48172577548658,2050.08
252,4494,17,Transportation,SUV,1,Northeast,18,760.06,760.06,2039.09,113.28262700768185,1631.27
253,1301,2,BOP,Truck,0,South,3,696.96,696.96,129.26,43.08779995846041,103.41
254,4912,16,Auto,Car,1,West,17,680.78,680.78,2958.68,174.04010916664888,2366.94
255,3988,17,Auto,Van,1,Northeast,18,689.49,689.49,1705.03,94.72405987154337,1364.02
256,1528,17,Auto,SUV,0,Northeast,18,658.18,658.18,0.0,0.0,0.0
257,1219,23,BOP,Car,0,West,24,738.75,738.75,1945.17,81.04866180272451,1556.14
258,4497,23,Auto,Motorcycle,1,Northeast,24,846.22,846.22,1823.37,75.97371715114002,
259,4736,1,Auto,Truck,0,Midwest,2,773.14,773.14,64.35,32.17266863308008,51.48
260,3105,12,Auto,Truck,0,Midwest,13,810.75,810.75,0.0,0.0,0.0
261,2736,29,Home,Motorcycle,0,Northeast,30,915.41,915.41,0.0,0.0,0.0
262,4556,21,Home,Truck,0,South,22,935.43,935.43,0.0,0.0,0.0
263,955,14,BOP,Motorcycle,0,West,15,669.42,669.42,0.0,0.0,0.0
264,4566,4,Auto,Van,0,South,5,582.0,582.0,115.44,23.087098214015725,92.35
265,3447,2,BOP,Van,0,West,3,584.02,584.02,0.0,0.0,0.0
266,1046,4,Liability,SUV,0,Northeast,5,739.88,739.88,307.82,61.56416028908603,246.26
267,1694,4,Auto,Van,1,West,5,562.46,562.46,884.89,176.97703830581145,707.91
268,3437,4,Liability,SUV,0,Midwest,5,672.95,672.95,20.11,4.021113013670937,16.09
269,563,2,BOP,Car,1,Midwest,3,505.12,505.12,359.49,119.8296902944488,287.59
270,2486,30,Auto,Van,0,Northeast,31,828.84,828.84,564.62,18.213514820129863,451.7
271,3355,2,Auto,Car,1,West,3,618.6,618.6,232.44,77.47863607612582,185.95
272,226,19,BOP,Car,0,South,20,741.37,741.37,0.0,0.0,0.0
273,4894,22,Auto,Motorcycle,0,Midwest,23,734.29,734.29,0.0,0.0,0.0
274,960,27,Liability,Truck,1,Midwest,28,1202.88,1202.88,1119.79,39.992325147272275,895.83
275,4549,27,Liability,Truck,0,West,28,1038.55,1038.55,0.0,0.0,0.0
276,3068,27,Liability,SUV,0,West,28,899.5,899.5,1415.91,50.568251307584,1132.73
277,816,29,BOP,Car,0,South,30,764.91,764.91,0.0,0.0,0.0
278,4755,17,Liability,Van,0,Midwest,18,893.64,893.64,480.81,26.711511596271386,384.65
279,4643,25,BOP,Truck,0,Northeast,26,967.73,967.73,624.08,24.00292348856883,499.26
280,3121,19,Auto,Van,0,Northeast,20,705.91,705.91,105.49,5.2742926314681045,84.39
281,17,3,Home,Car,1,Northeast,4,513.49,513.49,457.26,114.3153092379639,365.81
282,1244,0,Auto,Motorcycle,1,Midwest,1,486.79,486.79,40.74,40.74251635205669,32.59
283,2206,25,Home,Truck,2,Midwest,26,1040.37,1040.37,5322.0,204.6921724526061,
284,2525,15,BOP,Motorcycle,1,South,16,738.78,738.78,1124.9,70.30623628546302,899.92
285,1070,7,Auto,Car,0,West,8,526.45,526.45,485.75,60.718702202558525,388.6
286,3445,16,Auto,Truck,1,West,17,983.72,983.72,2085.86,122.6974467363469,1668.69
287,2566,7,Liability,Car,0,South,8,681.46,681.46,318.12,39.76447899227663,254.5
288,1061,6,BOP,Truck,1,Northeast,7,837.31,837.31,643.82,91.97448582725008,515.06
289,2328,24,Home,Van,2,Northeast,25,806.61,806.61,4063.77,162.55095676063527,3251.02
290,3421,7,Home,Car,0,West,8,632.98,632.98,0.0,0.0,0.0
291,302,20,Auto,Motorcycle,1,Midwest,21,846.54,846.54,477.23,22.725264714836257,381.78
292,4277,23,BOP,SUV,0,Midwest,24,761.42,761.42,0.0,0.0,0.0
293,607,29,BOP,Car,1,Northeast,30,809.2,809.2,924.7,30.82323638639322,739.76
294,3171,30,Transportation,Car,1,Northeast,31,806.43,806.43,2717.63,87.66559807819519,2174.1
295,700,26,Home,Car,1,Northeast,27,774.83,774.83,3858.23,142.89733833213415,3086.58
296,1140,25,BOP,Car,0,Midwest,26,727.27,727.27,0.0,0.0,0.0
297,191,11,Liability,Car,2,South,12,831.86,831.86,1730.22,144.18459736889955,1384.18
298,2301,15,Transportation,Car,1,Midwest,16,764.78,764.78,2051.01,128.18784384138746,1640.81
299,981,30,Home,Car,0,Midwest,31,806.25,806.25,0.0,0.0,0.0
300,2976,11,Liability,SUV,0,Northeast,12,788.2,788.2,0.0,0.0,
301,1185,18,Transportation,SUV,1,Northeast,19,668.28,668.28,2162.01,113.79021763611556,1729.61
302,3328,30,Home,SUV,1,Midwest,31,833.71,833.71,4832.81,155.89715086871036,3866.25
303,3395,9,Auto,Truck,0,Northeast,10,821.39,821.39,0.0,0.0,0.0
